search_term,video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
xbox series x,/watch?v=kjfu78xo7ZM&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@LinusTechTips,Linus Tech Tips,Xbox Series X vs Series S,4.3M views,5 years ago,Thanks to LG for sponsoring this video! Check out the LG OLED CX48 TV at https://bit.ly/32CXRBB Xbox Series X and Series S ...,2026-01-22 06:41:38.765191
xbox series x,/watch?v=xH2WcyTlXz8&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@XboxEra,XboxEra,The long awaited Final Fantasy VII Remake is finally on Xbox. Here's what we thought about it.,2.5K views,19 hours ago,"For those of us who stayed strong and held out for this release, or for those of us who aren't really that invested in the game, ...",2026-01-22 06:41:38.765792
xbox series x,/watch?v=VVVdGjJUzRc&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@TheRelaxingEnd,TheRelaxingEnd,The Xbox Series X 2TB Galaxy Black Console Unboxing + All-Digital White,754K views,1 year ago,Unboxing new Microsoft Xbox Series X 2TB Galaxy Black and All-Digital White. Ghost Cipher controller. Backwards compatible ...,2026-01-22 06:41:38.766678
xbox series x,/watch?v=Z_NrtqVDxAM&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@SpawnPoiint,SpawnPoiint,Xbox Series X REVIEW: One Year Later,831K views,3 years ago,"It's been just over a year since the Xbox Series X launched, and during that time we've seen new games, updated features and ...",2026-01-22 06:41:38.767556
xbox series x,/watch?v=_1ygZ_5Ml1M&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@LeoClarke44,Leo Clarke,PS5 vs Xbox Series X - Make the Right Choice!,119K views,1 year ago,"Christmas 2024 is approaching, and you want a games console! Should you choose the PS5 or the Xbox series x? In this video ...",2026-01-22 06:41:38.768434
xbox series x,/watch?v=c-x_nXk4bbk&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@Maka91Productions,Maka91Productions,Xbox Series X - How to Set Up Your New Console / Quick Start Guide with iOS Xbox App,426K views,5 years ago,Xbox Series X - How to Set Up Your New Console / Quick Start Guide with iOS Xbox App / Upgrading from Xbox One X using my ...,2026-01-22 06:41:38.769856
xbox series x,/watch?v=Me4kihypiN4&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@SimplyPops,SimplyPops,PS5 Pro vs Xbox Series X: 5 Years Later… What's Happening?!,95K views,5 months ago,What the Going On with PlayStation 5 and Xbox Series X in 2025? VORTEX Wallpaper Pack https://geni.us/FUBWA Gear I Use: ...,2026-01-22 06:41:38.771623
xbox series x,/watch?v=56SJ_3lCLoA&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@KevinKenson,Kevin Kenson,The Right Xbox,355K views,1 year ago,"With Xbox having announced a new lineup of Xbox Series systems coming out this holiday, I wanted to go over the full list of ...",2026-01-22 06:41:38.772937
xbox series x,/watch?v=_OJuPQLPss4&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@ArinzeCliffordd,Arinze Clifford,PS5 Vs Xbox Series X - Which one should you buy in 2025?,16K views,3 months ago,PS5 - https://geni.us/EFBB01c Xbox Series X - https://geni.us/nk1RB8p ‍  My Everyday Tech: Laptop: https://geni.us/ADgfB1F ...,2026-01-22 06:41:38.774099
xbox series x,/watch?v=r7KoIBaHbNY&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@SpawnPoiint,SpawnPoiint,PS5 vs Xbox in 2025: Which is Better?,601K views,8 months ago,"PS5 vs Xbox Series X in 2025, which is actually the better console? We're talking games, controllers, accessories, game pass vs ...",2026-01-22 06:41:38.775397
xbox series x,/watch?v=-U4n1qo1Dqg&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@AboutGamesSTV,AboutGamesSTV,Does the XBOX Series X still make sense in 2025?,1.6K views,Streamed 5 months ago,The Xbox Series X is been out for quite some time but does getting one today makes sense? Or should you rather go with the ...,2026-01-22 06:41:38.776587
xbox series x,/watch?v=qMI8iUUsiMs&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@TheRelaxingEnd,TheRelaxingEnd,Xbox Series X Console Unboxing - A Next Gen Gaming System,5.9M views,5 years ago,Unboxing new Microsoft Xbox Series X next gen gaming console. Up to 120 fps or 8K resolution gameplay. Ultra High Speed ...,2026-01-22 06:41:38.778255
xbox series x,/watch?v=J0jvE4D5mtY&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@LinusTechTips,Linus Tech Tips,How do I choose? - PS5 vs Xbox Series X,2M views,5 years ago,"Protect your money online and go to www.privacy.com/linus to get $5 off your first purchase! Or if you're a new 1Password user, ...",2026-01-22 06:41:38.780141
xbox series x,/watch?v=TmuImHlXW_c&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@MannyRataul,Manny Rataul,Xbox Series S vs Xbox Series X - Which One To Buy?!,333K views,2 years ago,xbox #ps5 #gaming The Xbox Series come in two variations: the the Series S and the Series X. Find out in this video which ...,2026-01-22 06:41:38.782028
xbox series x,/watch?v=Xv6MShqTv6k&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@ConsumerTechReview,Consumer Tech Review,"Xbox Series X Unboxing, Setup, and Gameplay",179K views,4 years ago,Amazon Links: Xbox Series X: US: https://amzn.to/3etn5Zw CA: https://amzn.to/33qM8WP UK: https://amzn.to/3tvxqIz International: ...,2026-01-22 06:41:38.784003
xbox series x,/watch?v=AVcHXTXKd7w&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@xboxon,Xbox On,19 Xbox Series X|S hidden features & settings you DIDN’T KNOW!,1.2M views,5 years ago,We check out 19 hidden features and settings that you might not know that you definitely should take advantage of on your Xbox ...,2026-01-22 06:41:38.785775
xbox series x,/watch?v=B3E1Lq_JkzI&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@OpenItUpp,OpenItUp,XBOX Series X Unboxing and Gameplay - The Next gen Gaming Console - ASMR,25K views,1 year ago,Today I will be Unboxing the Microsoft Xbox Series X next gen gaming console for our gamers. The XBOX SERIES X is here.,2026-01-22 06:41:38.787510
xbox series x,/watch?v=dnOwCyedro8&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@JustVlads,Just Vlad,Xbox Series X - Unbox & Setup,3.1M views,5 years ago,"Xbox Series X Buy it here: https://geni.us/3rV25 Recommended: http://geni.us/JustVlads Introducing Xbox Series X, the fastest, ...",2026-01-22 06:41:38.789434
xbox series x,/watch?v=MbqfdgFeMkc&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@StephsTooDef,StephsTooDef,Why I Sold My Xbox Series X for PC | The End of an Era,6K views,2 weeks ago,"After years of being an Xbox fan, I decided to sell my Xbox Series X — and it honestly felt like the end of an era. From the OG Xbox ...",2026-01-22 06:41:38.790847
xbox series x,/watch?v=98tthePeIb4&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@jrob0021,Jacob R,"I Spent over $2,000 on Xbox Series X Consoles…",944K views,2 years ago,I bought 3 Xbox series x consoles for over $2000… and 2 of these are one-of-a-kind consoles that you won't find anywhere else!,2026-01-22 06:41:46.496724
xbox series x,/watch?v=vDVw59Fr3mg&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@MetalJesusRocks,MetalJesusRocks,It’s here! XBOX SERIES X - Testing 4 generations of Xbox games!,1.1M views,5 years ago,Review of the Microsoft Xbox Series X game console & 4 generations of Xbox games! Patreon: http://www.,2026-01-22 06:41:46.497688
xbox series x,/watch?v=Lek6XeVJ0uA&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@gamertogamer3958,GAMER TO GAMER,WHY YOU NEED A XBOX SERIES X,985 views,4 months ago,No description,2026-01-22 06:41:46.498278
xbox series x,/watch?v=Jq-ODza3Kpc&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@unboxtherapy,Unbox Therapy,PS5 vs Xbox Series X - The Showdown,8.8M views,5 years ago,PS5 or Xbox Series X... Which next gen game console will you choose? The Sony PlayStation 5 receives a completely new look ...,2026-01-22 06:41:46.499228
xbox series x,/watch?v=HhSjNQiPc8A&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@GeekStreet,Geek Street,"XBox Series X Unboxing, Setup Gameplay + First Impressions EVERYTHING YOU NEED TO KNOW!",311K views,5 years ago,"XBox Series X Unboxing, Setup Gameplay + First Impressions EVERYTHING YOU NEED TO KNOW! Xbox Series S Review ...",2026-01-22 06:41:46.500197
xbox series x,/watch?v=b0zE0jrAUXo&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@SpawnPoiint,SpawnPoiint,PS5 vs Xbox Series X: Which is Best?,2M views,2 years ago,"The ultimate PS5 vs Xbox Series X comparison video. Comparing everything these two consoles have to offer, from exclusive ...",2026-01-22 06:41:46.501578
xbox series x,/watch?v=xXOFFdMlH34&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@CrapgamerReviews,CrapgamerReviews,Massive Xbox Series X Warning Could Destroy Your Console Library And Make Games UNPLAYABLE!,672 views,11 hours ago,"This is something you don't really hear anyone talk about, but it is a massive flaw to the Xbox Series X and for a company that ...",2026-01-22 06:41:46.502316
xbox series x,/watch?v=73riq6b2TyA&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@Skycaptin5,Skycaptin5,Far Cry 3 Xbox Series X [Next Gen 60fps Update] Gameplay Review [Classic Edition] [Xbox Game Pass],674 views,5 hours ago,"Far Cry 3 Xbox Series X Gameplay Review of this exciting open world shooter that brought in crafting, wild animals & many ...",2026-01-22 06:41:46.503001
xbox series x,/watch?v=jmWmiQt24sU&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@Mrwhosetheboss,Mrwhosetheboss,I bought every Xbox EVER!,15M views,2 years ago,"I bought Every Xbox, from the Original Xbox all the way to the Xbox Series X - let's see how much more Powerful they get!",2026-01-22 06:41:46.503911
xbox series x,/watch?v=flblT34qIJQ&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@RespawnedSam,Respawned Sam,PS5 Pro vs Xbox Series X Test | Xbox Series X vs PS5 Pro Test | 4 Games Tested,32K views,6 months ago,PS5 Pro vs Xbox Series X Test | Xbox Series X vs PS5 Pro Test | 4 Games Tested #ps5 #ps5pro #xboxseriesx #xboxone PS5 Pro ...,2026-01-22 06:41:46.504523
xbox series x,/watch?v=UnOmCOFyC7A&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@howfixit,How-FixIT,"Xbox Series X Disassembly, Dust Cleaning and Thermal Paste Replacement",814K views,4 years ago,"The step-by-step guide shows how to disassemble Xbox Series X, clean the fan, and replace the thermal paste to fix overheating.",2026-01-22 06:41:46.505450
xbox series x,/watch?v=1CPIc-V3Gx0&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@OpenSurprise,Open Surprise,"Hogwarts Legacy PS5 vs. Xbox Series X | Loading Times, Graphics, FPS Test",1.1M views,2 years ago,hogwartslegacy #ps5 #xboxseriesx Hogwarts Legacy PlayStation 5 vs. Xbox Series X technical comparison review. Loading ...,2026-01-22 06:41:46.506332
xbox series x,/watch?v=RkVzZ-EEHSQ&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@FuzionXboxTesting,Fuzion Xbox Testing,Far Cry Primal: 60FPS/Next Gen Update - Xbox Series X Gameplay + FPS Test,478 views,7 hours ago,Far Cry Primal Xbox Series X 60FPS Next Gen Update Gameplay FPS Test Resolution Ready to experience Far Cry Primal ...,2026-01-22 06:41:46.506926
xbox series x,/watch?v=jG7MlLn1g-M&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@DOC_DARK1985,DOC_ DARK1985,You should try live streaming from your Xbox Series X ,490 views,6 hours ago,No description,2026-01-22 06:41:46.507656
xbox series x,/watch?v=q856J1e-rWU&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@Skycaptin5,Skycaptin5,🔴FAR CRY 3 60FPS UPDATE PS5 Pro/Xbox Series X Gameplay [Xbox Game Pass] [Playstation Plus],6.1K views,Streamed 19 hours ago,"Far Cry 3 Xbox Series X Gameplay Livestream of this exciting open world shooter that brought in crafting, wild animals & many ...",2026-01-22 06:41:46.508383
xbox series x,/watch?v=kqIdgOs2cPE&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@superplayers_,Superplayers,25 amazing Xbox Series X and S secrets! 😱🔥😲 #Xbox #XboxSeriesX #XboxSerieS,1.6M views,4 years ago,"Check out these 25 little known secrets, tips and curiosities of this amazing console! If you know another one let us know in the ...",2026-01-22 06:41:46.509096
xbox series x,/watch?v=D6-PTRGR5bs&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@damagepersecondpodcast8058,DPS GAMING,Why the Xbox Series X/S is a MUST BUY in 2025!,5K views,10 months ago,"Get ready for the future of gaming! In this video, we're exploring why the Xbox Series X and S are the ultimate gaming consoles of ...",2026-01-22 06:41:46.509686
xbox series x,/watch?v=mzDPNi77F24&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@xbox,Xbox,Three New Xbox Series X|S Consoles - World Premiere Announce Trailer,911K views,1 year ago,Power Your Dreams with three new Xbox Series X|S console options coming this holiday 2024: ...,2026-01-22 06:41:46.510301
xbox series x,/watch?v=R2M67eMVmek&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@TheGamesTester1,The Games Tester,Xbox Series X | Red Dead Redemption 1 Remastered | Review Gameplay Framerate ,15K views,1 month ago,XboxSeriesX #reddeadredemption #rockstar #rockstargames #rdr #rdr1 ...,2026-01-22 06:41:46.511044
xbox series x,/watch?v=DO-KD2kJUzc&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@MrUpdate360,Mr. Update ,Xbox Series X|S Update 10.0.25398.4900 – What’s New in the Latest System Patch?,27K views,1 month ago,"The new Xbox Series X|S system update 10.0.25398.4900 has just dropped, bringing major stability upgrades, improved Quick ...",2026-01-22 06:41:46.511774
xbox series x,/watch?v=5TQGL3JK4P8&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@DOC_DARK1985,DOC_ DARK1985,XBOX SERIES X just became more valuable! @VGFightSchool might be right!,12K views,9 days ago,gaming #xbox #ps5 #pcgaming.,2026-01-22 06:41:54.262158
xbox series x,/watch?v=Gk-ySmQP5kY&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@Skycaptin5,Skycaptin5,Metro Exodus PS5 Pro vs Xbox Series X Comparison,8.9K views,3 weeks ago,"Metro Exodus PS5 Pro vs Xbox Series X Comparison, Frame rate FPS performance & resolution fidelity details of this third entry in ...",2026-01-22 06:41:54.263000
xbox series x,/watch?v=C_49bdxkEzo&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@AdamKoralik,Adam Koralik,Xbox Series X - 5 Years Later - Predictions & Concerns - Adam Koralik,25K views,2 months ago,It's Adam Koralik here and today we're discussing the Microsoft Xbox Series X. It's five years old today. We'll talk about the past ...,2026-01-22 06:41:54.263772
xbox series x,/watch?v=DlrBX14ZK7g&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@GamingBolt,GamingBolt,15 Best Xbox Series X | S Games of 2025,27K views,4 weeks ago,"2025 has quietly become one of Xbox's better years, with big-budget showcases, polished sequels, and surprise indie hits all ...",2026-01-22 06:41:54.264605
xbox series x,/watch?v=wuz5YKXay0A&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@TapticDigital,Taptic Digital,"This Xbox Series X HDMI port is destroyed, here's how to fix it",244K views,3 years ago,"This Series X probably got transported with the cables connected, or maybe somebody tried to force a connector when they ...",2026-01-22 06:41:54.265323
xbox series x,/watch?v=dFYc4BfDKNs&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@Fix.369,Fix369,How To Setup Xbox Series X New Console To TV!,27K views,1 year ago,Unsure about how to set up your new Xbox Series X Gaming Console with TV for the first time without the Xbox App? Struggling to ...,2026-01-22 06:41:54.266233
xbox series x,/watch?v=Wqi0NtRLQxY&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@xbox,Xbox,Xbox Series X|S – Official Next-Gen Walkthrough – Full Demo [4K],1.4M views,5 years ago,"Please enjoy this full demo walkthrough of the Xbox Series X|S platform experience – including UI/UX, refreshed interface, ...",2026-01-22 06:41:54.267642
xbox series x,/watch?v=zZENyT1RKfk&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@FuzionXboxTesting,Fuzion Xbox Testing,Battlefield 6 - Xbox Series X Gameplay + FPS Test,36K views,3 months ago,Battlefield 6 Xbox Series X Gameplay FPS Test Resolution Ready to experience Battlefield 6 at its best on the Xbox Series X?   ...,2026-01-22 06:41:54.268276
xbox series x,/watch?v=qQZiF03hpbw&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@TheIllusiveGamer,The Illusive Gamer,20 Biggest New Xbox Series X Games Coming 2025,81K views,11 months ago,"Apologies for the late upload, i've been very sick for over two months, just getting back to normal. My Twitter ...",2026-01-22 06:41:54.268981
xbox series x,/watch?v=qzx-yaU_Sog&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@xbox,Xbox,Xbox Series X - Power Your Dreams,829K views,5 years ago,"As we enter a new generation of console gaming with Xbox Series X, hardware and software innovations will enable amazing ...",2026-01-22 06:41:54.269586
xbox series x,/watch?v=1DtecF0wgmo&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@Skycaptin5,Skycaptin5,Silent Hill 2 PS5 Pro vs Xbox Series X Comparison,33K views,1 month ago,"Silent Hill 2 PS5 Pro vs Xbox Series X Comparison, Frame rate FPS performance & resolution fidelity details of this incredible ...",2026-01-22 06:41:54.270375
xbox series x,/watch?v=oHXXXq5BtV8&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@colteastwood,colteastwood,INSANE Xbox UPGRADE Coming Soon! Ray Tracing - Path Tracing Performance AMD Xbox Magnus,36K views,1 month ago,... reserved for high end gaming PCs with 2-3xs the rendering power of gaming Consoles like the PS5 and Xbox Series X. Outside ...,2026-01-22 06:41:54.271049
xbox series x,/watch?v=JE3WolFKkYo&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@xbox,Xbox,Xbox Series X - Optimized for Xbox Series X Trailer,813K views,5 years ago,Games Optimized for Xbox Series X will take advantage of powerful Xbox Series X features that make games look and feel ...,2026-01-22 06:41:54.271676
xbox series x,/watch?v=pFcpFKiq1qk&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@TheIllusiveGamer,The Illusive Gamer,20 Biggest New Xbox Series X Games Coming November - December 2025,15K views,2 months ago,"Sorry for the late upload, ongoing health issues. A new Hype feature is rolling out that helps you support channels still growing, ...",2026-01-22 06:41:54.272335
xbox series x,/watch?v=8OAHlX-Crgw&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@colteastwood,colteastwood,INSANE ENTIRE Xbox 2026 Lineup! All Games for Xbox Series S & X Console PC | Xbox Game Pass,76K views,3 weeks ago,"If you're an Xbox fan on Console PC or Game Pass, 2026 is actually INSANE. Xbox just released a ton of big games at the 2025, ...",2026-01-22 06:41:54.273240
xbox series x,/watch?v=pi1-rNy1UHk&pp=ygUNeGJveCBzZXJpZXMgeNIHCQmHCgGHKiGM7w%3D%3D,/@GarrettMusic1,Garrett Lindsay,Xbox Series X in 2025 - Still Worth it?,29K views,1 year ago,Curious if the Xbox Series X is still worth it in 2025? Watch this review to see if this gaming console is still a top choice for gamers!,2026-01-22 06:41:54.273974
xbox series x,/watch?v=CeNHsmpUE3k&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@FuzionXboxTesting,Fuzion Xbox Testing,Far Cry 3: 60FPS/Next Gen Update - Xbox Series X Gameplay + FPS Test,6.6K views,1 day ago,Far Cry 3 Xbox Series X 60FPS Next Gen Update Gameplay FPS Test Resolution Ready to experience Far Cry 3 60FPS Next Gen ...,2026-01-22 06:41:54.274545
xbox series x,/watch?v=OdMIp7IyE0M&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@GenXGamerYouTube,Gen-X Gamer,XBOX SERIES X SALES! DON'T SLEEP ON IT!,4.7K views,1 month ago,christmas #sales #VIDEOGAMES *All my videos are for informational/commentary purposes only and not legal or financial advice.,2026-01-22 06:41:54.275113
xbox series x,/watch?v=9MsxnHTHWMA&pp=ygUNeGJveCBzZXJpZXMgeA%3D%3D,/@iFixitYourself,iFixit,"Xbox Series X Teardown: Totally Modular, Not As Repairable",666K views,5 years ago,"It's been seven years since the Xbox One's release, and now we have the all-new Xbox Series X—not to be confused with 2017's ...",2026-01-22 06:41:54.276021
